"RefNum","agerange","age","job","marital","education","balance","housing","loan","month","duration","deposit","lead","product","qualified","contacted","won","loanvalue","NPS","day","duration_temp","duration_before","date","last_deposit"
"10024046","41-60",46,"services","married","secondary",-96,"yes","yes","april",9,4,1,"auto ",1,1,1,12353,9,30,9,524,2019-04-30,1543
"10024047","31-40",39,"blue-collar","divorced","primary",-97,"yes","no","may",2,3,1,"auto ",1,1,1,2356,9,31,2,96,2019-05-31,1512
"10024048","41-60",56,"technician","divorced","secondary",-98,"yes","no","june",3,11,1,"auto ",1,1,1,7654,9,30,3,155,2019-06-30,1482
"10024049","41-60",55,"services","divorced","primary",-69,"yes","no","july",3,4,1,"auto ",1,1,1,7854,9,31,3,162,2019-07-31,1451
"10024050","41-60",44,"management","married","tertiary",-99,"yes","yes","august",6,0,1,"auto ",1,1,1,8954,9,31,6,352,2019-08-31,1420
"10024051","31-40",37,"technician","married","primary",-99,"yes","no","september",1,0,1,"auto ",1,1,1,3678,9,30,1,76,2019-09-30,1390
"10024052","31-40",35,"blue-collar","married","primary",-99,"yes","no","october",3,0,1,"auto ",1,1,1,4853,9,31,3,154,2019-10-31,1359
"10024053","41-60",55,"blue-collar","married","secondary",-88,"yes","yes","november",5,12,1,"auto ",1,1,1,8675,9,30,5,310,2019-11-30,1329
"10024054","31-40",37,"services","married","secondary",-95,"yes","no","december",6,0,1,"auto ",1,1,1,9764,9,31,6,390,2019-12-31,1298
"10024055","18-30",30,"technician","single","secondary",-99,"yes","no","january",6,0,1,"mortgage",1,1,1,2457,9,31,6,369,2019-01-31,1632
"10024056","31-40",37,"blue-collar","married","primary",-104,"yes","no","february",2,7,1,"mortgage",1,1,1,3678,9,28,2,112,2019-02-28,1604
"10024057","31-40",36,"technician","single","secondary",-99,"yes","no","march",6,7,1,"mortgage",1,1,1,9765,9,31,6,341,2019-03-31,1573
"10024058","31-40",38,"technician","married","secondary",-92,"yes","no","april",1,35,1,"mortgage",1,1,1,7543,9,30,1,79,2019-04-30,1543
"10024059","41-60",41,"admin","divorced","primary",-46,"yes","no","may",2,12,1,"mortgage",1,1,1,6895,9,31,2,140,2019-05-31,1512
"10024060","41-60",48,"retired","married","secondary",-98,"no","yes","june",5,2,1,"mortgage",1,1,1,7632,9,30,5,315,2019-06-30,1482
"10024061","41-60",55,"services","divorced","secondary",-97,"yes","no","july",4,2,1,"mortgage",1,1,1,9753,9,31,4,262,2019-07-31,1451
"10024062","18-30",28,"services","divorced","secondary",-98,"no","no","august",3,0,1,"mortgage",1,1,1,6895,9,31,3,174,2019-08-31,1420
"10024063","41-60",54,"services","married","secondary",-99,"yes","yes","september",2,0,1,"mortgage",1,1,1,7632,9,30,2,138,2019-09-30,1390
"10024064","18-30",30,"blue-collar","married","secondary",-93,"no","no","october",9,8,1,"mortgage",1,1,1,9753,9,31,9,526,2019-10-31,1359
"10024065","41-60",48,"technician","married","tertiary",-95,"no","yes","november",2,0,1,"mortgage",1,1,1,4853,9,30,2,135,2019-11-30,1329
"10024066","31-40",31,"self-employed","married","secondary",-99,"yes","no","december",1,0,1,"mortgage",1,1,1,8675,9,31,1,36,2019-12-31,1298
"10024067","31-40",38,"blue-collar","married","secondary",-94,"yes","no","january",4.50311665182547,9,1,"mortgage",1,1,1,9764,9,31,32,1906,2019-01-31,1632
"10024068","31-40",37,"blue-collar","married","secondary",-94,"yes","no","february",4,7,1,"mortgage",1,1,1,2457,9,28,4,219,2019-02-28,1604
"10024069","31-40",37,"services","single","primary",-101,"yes","no","march",2,7,1,"mortgage",1,1,1,3678,9,31,2,147,2019-03-31,1573
"10024070","41-60",56,"blue-collar","married","primary",-99,"yes","yes","april",7,0,1,"mortgage",1,1,1,9765,9,30,7,407,2019-04-30,1543
"10024071","41-60",51,"blue-collar","married","secondary",-99,"yes","yes","may",2,2,1,"mortgage",1,1,1,7543,9,31,2,121,2019-05-31,1512
"10024072","31-40",39,"blue-collar","married","secondary",-96,"yes","no","june",3,1,1,"mortgage",0,0,0,6689,0,30,3,209,2019-06-30,1482
"10024073","41-60",49,"technician","married","primary",-99,"no","yes","july",2,2,1,"mortgage",0,0,0,4376,0,31,2,92,2019-07-31,1451
"10024074","41-60",51,"blue-collar","married","primary",-91,"yes","yes","august",3,18,1,"mortgage",0,0,0,6895,0,31,3,208,2019-08-31,1420
"10024075","41-60",43,"self-employed","married","secondary",-87,"yes","yes","september",3,11,1,"mortgage",0,0,0,7632,0,30,3,193,2019-09-30,1390
"10024076","31-40",32,"services","married","secondary",-96,"yes","no","october",2,7,1,"mortgage",0,0,0,9753,0,31,2,144,2019-10-31,1359
"10024077","18-30",29,"technician","single","tertiary",-94,"yes","no","november",1,17,1,"mortgage",0,0,0,2257,0,30,1,65,2019-11-30,1329
"10024078","41-60",48,"management","divorced","tertiary",-82,"yes","yes","december",6,13,1,"unsecured ",0,0,0,6895,0,31,6,339,2019-12-31,1298
"10024079","41-60",55,"services","married","primary",-96,"yes","yes","january",5,21,1,"unsecured ",0,0,0,6895,0,31,5,285,2019-01-31,1632
"10024080","41-60",53,"blue-collar","married","secondary",-55,"yes","yes","february",4,62,1,"unsecured ",0,0,0,7632,0,28,4,231,2019-02-28,1604
"10024081","41-60",47,"technician","married","tertiary",-72,"yes","yes","march",3,57,1,"unsecured ",0,0,0,6895,0,31,3,168,2019-03-31,1573
"10024082","31-40",39,"management","married","tertiary",-61,"yes","yes","april",5,9,1,"unsecured ",0,0,0,7632,0,30,5,278,2019-04-30,1543
"10024083","31-40",31,"blue-collar","single","tertiary",-98,"yes","no","may",6,8,1,"unsecured ",0,0,0,9753,0,31,6,389,2019-05-31,1512
"10024084","31-40",39,"blue-collar","married","primary",-70,"yes","no","june",3,59,1,"unsecured ",0,0,0,8675,0,30,3,158,2019-06-30,1482
"10024085","31-40",40,"blue-collar","married","primary",-61,"yes","no","july",2,7,1,"unsecured ",0,0,0,9764,0,31,2,145,2019-07-31,1451
"10024086","31-40",40,"technician","single","primary",-99,"yes","no","august",1,7,1,"unsecured ",0,0,0,2457,0,31,1,78,2019-08-31,1420
"10024087","41-60",48,"technician","married","secondary",-97,"no","yes","september",2,0,1,"unsecured ",0,0,0,3678,0,30,2,142,2019-09-30,1390
"10024088","31-40",33,"technician","divorced","secondary",-99,"yes","no","october",1,0,1,"unsecured ",0,0,0,9765,0,31,1,87,2019-10-31,1359
"10024089","31-40",40,"technician","married","secondary",-98,"yes","no","november",2,7,1,"unsecured ",0,0,0,6895,0,30,2,147,2019-11-30,1329
"10024090","41-60",59,"retired","married","primary",-101,"yes","yes","december",5,7,1,"unsecured ",0,0,0,7632,0,31,5,289,2019-12-31,1298
"10024091","18-30",30,"technician","married","secondary",-93,"yes","no","january",12,22,1,"auto ",0,0,0,9753,0,31,12,703,2019-01-31,1632
"10024092","31-40",31,"management","single","tertiary",-75,"yes","no","february",3,23,1,"auto ",0,0,0,2257,0,28,3,170,2019-02-28,1604
"10024093","31-40",35,"unemployed","married","secondary",-92,"yes","no","march",4.50311665182547,2,1,"auto ",0,0,0,12353,0,31,13,802,2019-03-31,1573
"10024094","41-60",54,"technician","divorced","secondary",-99,"yes","no","april",6,5,1,"auto ",0,0,0,6895,0,30,6,381,2019-04-30,1543
"10024095","31-40",34,"admin","single","tertiary",-67,"yes","no","may",4,10,1,"auto ",0,0,0,7632,0,31,4,218,2019-05-31,1512
"10024096","31-40",32,"technician","married","secondary",-98,"yes","no","june",1,14,1,"auto ",1,1,1,9753,9,30,1,57,2019-06-30,1482
"10024097","41-60",56,"admin","divorced","tertiary",-44,"yes","no","july",5,30,1,"auto ",1,1,1,2257,9,31,5,304,2019-07-31,1451
"10024098","31-40",32,"admin","single","tertiary",-94,"yes","no","august",4,1,1,"auto ",1,1,1,12353,9,31,4,241,2019-08-31,1420
"10024099","41-60",42,"blue-collar","married","primary",-99,"yes","yes","september",4,0,1,"auto ",1,1,1,2356,9,30,4,230,2019-09-30,1390
"10024100","31-40",33,"services","married","tertiary",-98,"no","yes","october",4,7,1,"auto ",1,1,1,7654,9,31,4,262,2019-10-31,1359
"10024101","41-60",52,"entrepreneur","married","tertiary",-102,"yes","yes","november",7,6,1,"auto ",1,1,1,7854,9,30,7,392,2019-11-30,1329
"10024102","41-60",52,"services","married","secondary",-91,"no","yes","december",3,7,1,"auto ",1,1,1,6895,9,31,3,201,2019-12-31,1298
"10024103","41-60",52,"blue-collar","divorced","primary",-102,"yes","no","january",2,7,1,"auto ",1,1,1,7632,9,31,2,145,2019-01-31,1632
"10024104","18-30",30,"unemployed","divorced","secondary",-84,"yes","no","february",4,0,1,"auto ",1,1,1,9753,9,28,4,252,2019-02-28,1604
"10024105","41-60",44,"services","divorced","secondary",-99,"yes","no","march",4,0,1,"auto ",1,1,1,2257,9,31,4,235,2019-03-31,1573
"10024106","31-40",35,"admin","married","secondary",-98,"yes","no","april",4,2,1,"auto ",1,1,1,12353,9,30,4,235,2019-04-30,1543
"10024107","41-60",55,"management","single","secondary",-96,"yes","no","may",5,6,1,"auto ",1,1,1,2356,9,31,5,328,2019-05-31,1512
"10024108","31-40",33,"blue-collar","married","primary",-95,"yes","no","june",2,6,1,"auto ",1,1,1,7654,9,30,2,116,2019-06-30,1482
"10024109","31-40",37,"blue-collar","single","secondary",-96,"yes","no","july",4,0,1,"mortgage",1,1,1,7854,9,31,4,246,2019-07-31,1451
"10024110","41-60",42,"technician","single","secondary",-99,"yes","no","august",5,0,1,"mortgage",1,1,1,8954,9,31,5,293,2019-08-31,1420
"10024111","41-60",43,"unemployed","married","secondary",-99,"yes","yes","september",1,0,1,"mortgage",1,1,1,3678,9,30,1,37,2019-09-30,1390
"10024112","31-40",38,"entrepreneur","married","tertiary",-87,"yes","yes","october",2,7,1,"mortgage",1,1,1,4853,9,31,2,132,2019-10-31,1359
"10024113","31-40",37,"technician","married","secondary",-98,"yes","no","november",9,4,1,"mortgage",1,1,1,8675,9,30,9,530,2019-11-30,1329
"10024114","31-40",31,"student","single","secondary",-96,"yes","no","december",3,2,1,"mortgage",1,1,1,9764,9,31,3,175,2019-12-31,1298
"10024115","41-60",41,"management","married","tertiary",-98,"yes","yes","january",9,8,1,"mortgage",1,1,1,2457,9,31,9,524,2019-01-31,1632
"10024116","41-60",41,"technician","married","secondary",-104,"yes","yes","february",0,7,1,"mortgage",1,1,1,3678,9,28,0,29,2019-02-28,1604
"10024117","18-30",29,"student","single","secondary",-97,"yes","no","march",5,5,1,"mortgage",1,1,1,9765,9,31,5,311,2019-03-31,1573
"10024118","31-40",38,"admin","single","secondary",-96,"yes","no","april",4,0,1,"mortgage",1,1,1,7543,9,30,4,211,2019-04-30,1543
"10024119","41-60",44,"self-employed","divorced","tertiary",-99,"yes","yes","may",5,0,1,"mortgage",1,1,1,6895,9,31,5,312,2019-05-31,1512
"10024120","31-40",39,"admin","married","secondary",-98,"yes","no","june",7,4,1,"mortgage",1,1,1,7632,9,30,7,412,2019-06-30,1482
"10024121","18-30",28,"technician","single","secondary",-95,"yes","no","july",7,7,1,"mortgage",1,1,1,9753,9,31,7,392,2019-07-31,1451
"10024122","31-40",33,"blue-collar","married","secondary",-104,"yes","no","august",3,7,1,"mortgage",1,1,1,6895,9,31,3,191,2019-08-31,1420
"10024123","41-60",41,"services","married","primary",-99,"no","yes","september",5,7,1,"mortgage",1,1,1,7632,9,30,5,284,2019-09-30,1390
"10024124","31-40",40,"blue-collar","married","primary",-103,"yes","no","october",2,7,1,"unsecured ",1,1,1,9753,8,31,2,144,2019-10-31,1359
"10024125","18-30",29,"admin","married","secondary",-101,"yes","no","november",5,7,1,"unsecured ",1,1,1,3421,8,30,5,328,2019-11-30,1329
"10024126","31-40",38,"management","married","tertiary",-82,"yes","no","december",2,14,1,"unsecured ",1,1,1,3473,8,31,2,100,2019-12-31,1298
"10024127","31-40",32,"admin","married","tertiary",-96,"yes","yes","january",4,13,1,"unsecured ",1,1,1,2345,8,31,4,226,2019-01-31,1632
"10024128","41-60",45,"services","married","secondary",-83,"yes","yes","february",8,8,1,"unsecured ",1,1,1,4324,8,28,8,507,2019-02-28,1604
"10024129","31-40",33,"admin","single","secondary",-98,"yes","no","march",7,6,1,"unsecured ",1,1,1,3214,8,31,7,392,2019-03-31,1573
"10024130","31-40",34,"blue-collar","married","secondary",-88,"yes","no","april",11,6,1,"unsecured ",1,0,0,2362,0,30,11,684,2019-04-30,1543
"10024131","41-60",41,"entrepreneur","married","primary",-98,"yes","yes","may",6,2,1,"unsecured ",1,0,0,2558,0,31,6,333,2019-05-31,1512
"10024132","41-60",41,"blue-collar","married","secondary",-97,"yes","yes","june",5,3,0,"no product",0,0,0,2298,0,30,5,311,2019-06-30,1482
"10024133","31-40",35,"admin","single","secondary",-97,"yes","no","july",2,3,0,"no product",0,0,0,3397,0,31,2,128,2019-07-31,1451
"10024134","31-40",40,"technician","single","secondary",-97,"yes","no","august",5,2,0,"no product",0,0,0,2106,0,31,5,322,2019-08-31,1420
"10024135","41-60",60,"self-employed","married","primary",-99,"yes","yes","september",3,2,0,"no product",0,0,0,0,0,30,3,202,2019-09-30,1390
"10024136","41-60",47,"services","divorced","secondary",-97,"yes","no","october",2,7,0,"no product",0,0,0,0,0,31,2,92,2019-10-31,1359
"10024137","41-60",46,"blue-collar","married","primary",-92,"yes","yes","november",12,0,0,"no product",0,0,0,0,0,30,12,739,2019-11-30,1329
"10024138","31-40",31,"blue-collar","single","secondary",-99,"yes","no","december",5,0,0,"no product",0,0,0,0,0,31,5,273,2019-12-31,1298
"10024139","41-60",49,"self-employed","married","secondary",-99,"yes","yes","january",4,0,1,"mortgage",1,0,0,4853,0,31,4,260,2019-01-31,1632
"10024140","18-30",29,"blue-collar","married","secondary",-99,"yes","no","february",4,7,1,"mortgage",1,0,0,8675,0,28,4,268,2019-02-28,1604
"10024141","31-40",31,"management","single","tertiary",-102,"yes","no","march",7,8,1,"mortgage",1,0,0,9764,0,31,7,396,2019-03-31,1573
"10024142","31-40",38,"management","married","tertiary",-94,"yes","yes","april",4,6,1,"mortgage",1,0,0,2457,0,30,4,262,2019-04-30,1543
"10024143","31-40",37,"blue-collar","married","primary",-96,"yes","no","may",5,7,1,"mortgage",1,0,0,3678,0,31,5,308,2019-05-31,1512
"10024144","31-40",35,"technician","married","secondary",-101,"yes","no","june",8,7,1,"auto ",1,0,0,9765,0,30,8,467,2019-06-30,1482
"10024145","31-40",31,"management","single","secondary",-89,"yes","no","july",5,0,1,"auto ",1,0,0,7543,0,31,5,320,2019-07-31,1451
"10024146","41-60",41,"admin","married","secondary",-99,"yes","yes","august",3,0,1,"auto ",1,0,0,6689,0,31,3,160,2019-08-31,1420
"10024147","41-60",46,"services","married","primary",-98,"yes","yes","september",4,2,1,"auto ",1,0,0,4376,0,30,4,245,2019-09-30,1390
"10024148","31-40",40,"services","divorced","secondary",-98,"yes","no","october",3,3,1,"auto ",1,0,0,6895,0,31,3,189,2019-10-31,1359
"10024149","18-30",29,"admin","married","secondary",-97,"yes","no","november",8,2,1,"auto ",1,0,0,7632,0,30,8,477,2019-11-30,1329
"10024150","41-60",49,"admin","married","secondary",-98,"yes","yes","december",5,0,1,"auto ",1,0,0,9753,0,31,5,310,2019-12-31,1298
"10024151","41-60",42,"management","married","tertiary",-99,"yes","yes","january",1,0,0,"no product",0,0,0,2257,0,31,1,65,2019-01-31,1632
"10024152","41-60",54,"services","married","secondary",-93,"yes","yes","february",3,8,0,"no product",0,0,0,6895,0,28,3,196,2019-02-28,1604
"10024153","31-40",40,"management","single","tertiary",-96,"yes","no","march",4,5,0,"no product",0,0,0,6895,0,31,4,221,2019-03-31,1573
"10024154","41-60",53,"admin","married","secondary",-96,"yes","yes","april",3,3,0,"no product",0,0,0,7632,0,30,3,197,2019-04-30,1543
"10024155","41-60",49,"management","married","tertiary",-98,"yes","yes","may",4,0,0,"no product",0,0,0,6895,0,31,4,221,2019-05-31,1512
"10024156","31-40",40,"blue-collar","married","primary",-99,"yes","no","june",1,0,0,"no product",0,0,0,7632,0,30,1,64,2019-06-30,1482
"10024157","18-30",29,"student","single","secondary",-87,"yes","no","july",1,3,0,"no product",0,0,0,9753,0,31,1,75,2019-07-31,1451
"10024158","31-40",36,"blue-collar","married","primary",-99,"yes","no","august",7,2,0,"no product",0,0,0,8675,0,31,7,400,2019-08-31,1420
"10024159","31-40",37,"technician","married","secondary",-90,"yes","no","september",6,21,0,"no product",0,0,0,9764,0,30,6,378,2019-09-30,1390
"10024160","31-40",39,"services","married","secondary",-83,"yes","no","october",2,15,0,"no product",0,0,0,2457,0,31,2,118,2019-10-31,1359
"10024161","31-40",36,"technician","married","secondary",-94,"yes","no","november",4.50311665182547,18,0,"no product",0,0,0,3678,0,30,27,1597,2019-11-30,1329
"10024162","41-60",44,"entrepreneur","married","tertiary",-78,"yes","yes","december",6,2,0,"no product",0,0,0,9765,0,31,6,346,2019-12-31,1298
"10024163","31-40",40,"admin","married","secondary",-99,"yes","no","january",1,0,0,"no product",0,0,0,6895,0,31,1,60,2019-01-31,1632
"10024164","41-60",49,"blue-collar","married","secondary",-99,"yes","yes","february",5,7,0,"no product",0,0,0,7632,0,28,5,276,2019-02-28,1604
"10024165","18-30",30,"technician","single","primary",-100,"yes","no","march",3,7,0,"no product",0,0,0,9753,0,31,3,152,2019-03-31,1573
"10024166","41-60",57,"management","married","tertiary",-71,"yes","yes","april",4,9,0,"no product",0,0,0,2257,0,30,4,251,2019-04-30,1543
"10024167","18-30",24,"services","single","secondary",-98,"yes","no","may",6,4,0,"no product",0,0,0,12353,0,31,6,390,2019-05-31,1512
"10024168","41-60",46,"blue-collar","married","primary",-94,"yes","yes","june",5,2,0,"no product",0,0,0,6895,0,30,5,306,2019-06-30,1482
"10024169","31-40",33,"admin","married","secondary",-99,"no","no","july",3,0,0,"no product",0,0,0,7632,0,31,3,189,2019-07-31,1451
"10024170","41-60",43,"services","divorced","secondary",-99,"yes","no","august",2,0,0,"no product",0,0,0,9753,0,31,2,125,2019-08-31,1420
"10024171","41-60",43,"admin","single","secondary",-106,"yes","no","september",4,7,0,"no product",0,0,0,2257,0,30,4,234,2019-09-30,1390
"10024172","31-40",40,"blue-collar","divorced","primary",-94,"no","no","october",1,3,0,"no product",0,0,0,12353,0,31,1,79,2019-10-31,1359
"10024173","41-60",44,"technician","single","primary",-98,"yes","no","november",0,3,0,"no product",0,0,0,2356,0,30,0,13,2019-11-30,1329
"10024174","31-40",35,"technician","single","tertiary",-96,"yes","no","december",5,7,0,"no product",0,0,0,7654,0,31,5,283,2019-12-31,1298
"10024175","41-60",47,"technician","married","secondary",-93,"yes","yes","january",2,10,0,"no product",0,0,0,7854,0,31,2,109,2019-01-31,1632
"10024176","31-40",33,"blue-collar","married","secondary",-94,"yes","no","february",2,0,0,"no product",0,0,0,6895,0,28,2,132,2019-02-28,1604
"10024177","31-40",31,"admin","married","secondary",-99,"yes","no","march",2,0,0,"no product",0,0,0,7632,0,31,2,144,2019-03-31,1573
"10024178","31-40",40,"blue-collar","divorced","secondary",-99,"yes","no","april",2,0,0,"no product",0,0,0,9753,0,30,2,121,2019-04-30,1543
"10024179","31-40",36,"entrepreneur","married","tertiary",-98,"yes","yes","may",2,0,0,"no product",0,0,0,2257,0,31,2,95,2019-05-31,1512
"10024180","41-60",56,"retired","divorced","primary",-99,"yes","no","june",1,0,0,"no product",0,0,0,12353,0,30,1,31,2019-06-30,1482
"10024181","31-40",40,"admin","single","primary",-94,"yes","no","july",2,8,0,"no product",0,0,0,2356,0,31,2,112,2019-07-31,1451
"10024182","41-60",41,"admin","divorced","secondary",-95,"yes","no","august",1,7,0,"no product",0,0,0,7654,0,31,1,87,2019-08-31,1420
"10024183","41-60",53,"retired","married","secondary",-95,"yes","yes","september",10,9,0,"no product",0,0,0,7854,0,30,10,593,2019-09-30,1390
"10024184","31-40",39,"blue-collar","married","secondary",-91,"yes","no","october",2,13,0,"no product",0,0,0,8954,0,31,2,99,2019-10-31,1359
"10024185","41-60",44,"blue-collar","divorced","secondary",-92,"yes","no","november",3,31,0,"no product",0,0,0,3678,0,30,3,198,2019-11-30,1329
"10024186","31-40",38,"admin","married","secondary",-59,"yes","no","december",5,11,1,"auto ",0,0,0,4853,0,31,5,285,2019-12-31,1298
"10024187","41-60",54,"technician","divorced","secondary",-98,"yes","no","january",3,1,1,"mortgage",0,0,0,8675,0,31,3,190,2019-01-31,1632
"10024188","41-60",58,"management","married","tertiary",-98,"yes","yes","february",3,1,1,"mortgage",1,0,0,9764,0,28,3,172,2019-02-28,1604
"10024189","41-60",52,"blue-collar","married","primary",-98,"yes","yes","march",4,2,1,"mortgage",1,0,0,2457,0,31,4,213,2019-03-31,1573
"10024190","18-30",28,"admin","single","secondary",-96,"yes","no","april",3,9,1,"mortgage",1,0,0,3678,0,30,3,178,2019-04-30,1543
"10024191","31-40",36,"blue-collar","married","secondary",-90,"yes","no","may",3,11,1,"mortgage",1,0,0,9765,0,31,3,174,2019-05-31,1512
"10024192","41-60",60,"retired","married","primary",-94,"yes","yes","june",11,3,1,"mortgage",1,1,1,7543,8,30,11,631,2019-06-30,1482
"10024193","41-60",42,"services","divorced","secondary",-99,"yes","no","july",3,1,1,"auto ",1,1,1,6895,8,31,3,176,2019-07-31,1451
"10024194","41-60",42,"admin","married","secondary",-98,"yes","yes","august",1,2,1,"auto ",1,1,1,7632,8,31,1,32,2019-08-31,1420
"10024195","41-60",44,"management","married","tertiary",-98,"yes","yes","september",4.50311665182547,4,1,"auto ",1,1,1,9753,8,30,25,1529,2019-09-30,1390
"10024196","41-60",51,"blue-collar","divorced","primary",-95,"yes","no","october",4,5,1,"auto ",1,1,1,6895,8,31,4,254,2019-10-31,1359
"10024197","41-60",49,"blue-collar","married","primary",-97,"yes","yes","november",3,4,1,"auto ",1,1,1,7632,8,30,3,200,2019-11-30,1329
"10024198","41-60",47,"entrepreneur","married","primary",-97,"yes","yes","december",2,4,1,"auto ",1,1,1,9753,8,31,2,135,2019-12-31,1298
"10024199","31-40",37,"blue-collar","married","secondary",-97,"yes","no","january",2,3,1,"auto ",1,1,1,2558,8,31,2,112,2019-01-31,1632
"10024200","31-40",34,"management","married","tertiary",-98,"yes","yes","february",5,2,1,"auto ",1,1,1,2298,8,28,5,314,2019-02-28,1604
"10024201","31-40",35,"services","married","secondary",-98,"yes","no","march",10,4,1,"unsecured ",1,1,1,3397,8,31,10,597,2019-03-31,1573
"10024202","31-40",35,"blue-collar","single","secondary",-94,"yes","no","april",3,7,1,"unsecured ",1,1,1,2106,8,30,3,207,2019-04-30,1543
"10024203","31-40",40,"blue-collar","married","primary",-99,"yes","no","may",7,7,1,"unsecured ",1,1,1,3521,8,31,7,410,2019-05-31,1512
"10024204","41-60",55,"technician","married","secondary",-99,"no","yes","june",3,0,1,"unsecured ",1,1,1,2689,8,30,3,160,2019-06-30,1482
"10024205","41-60",55,"retired","married","secondary",-97,"yes","yes","july",1,6,1,"unsecured ",1,1,1,4384,8,31,1,42,2019-07-31,1451
"10024206","31-40",35,"management","single","tertiary",-92,"yes","no","august",1,6,1,"mortgage",1,1,1,4080,8,31,1,55,2019-08-31,1420
"10024207","41-60",57,"blue-collar","married","primary",-97,"yes","yes","september",3,3,1,"mortgage",1,1,1,2127,8,30,3,155,2019-09-30,1390
"10024208","41-60",53,"management","married","tertiary",-98,"yes","yes","october",6,5,1,"mortgage",1,1,1,5699,8,31,6,336,2019-10-31,1359
"10024209","41-60",41,"blue-collar","married","primary",-93,"yes","yes","november",4,14,1,"mortgage",1,1,1,3237,8,30,4,233,2019-11-30,1329
"10024210","41-60",57,"blue-collar","married","tertiary",-89,"yes","yes","december",4,10,1,"mortgage",1,1,1,2558,8,31,4,211,2019-12-31,1298
"10024211","41-60",45,"blue-collar","married","primary",-96,"yes","yes","january",1,12,1,"mortgage",1,1,1,2298,8,31,1,88,2019-01-31,1632
"10024212","41-60",43,"blue-collar","married","primary",-83,"yes","yes","february",3,2,1,"unsecured ",1,1,1,3397,8,28,3,208,2019-02-28,1604
"10024213","41-60",56,"self-employed","married","primary",-99,"no","yes","march",5,0,1,"unsecured ",1,1,1,2106,8,31,5,305,2019-03-31,1573
"10024214","31-40",31,"entrepreneur","married","tertiary",-96,"yes","yes","april",3,3,1,"unsecured ",1,1,1,5699,8,30,3,206,2019-04-30,1543
"10024215","31-40",37,"blue-collar","single","secondary",-98,"yes","no","may",2,1,1,"unsecured ",1,1,1,3237,8,31,2,128,2019-05-31,1512
"10024216","18-30",30,"management","married","tertiary",-99,"yes","yes","june",2,1,1,"unsecured ",1,1,1,2558,8,30,2,122,2019-06-30,1482
"10024217","18-30",30,"admin","single","secondary",-98,"yes","no","july",1,3,1,"unsecured ",1,1,1,2298,8,31,1,66,2019-07-31,1451
"10024218","41-60",54,"blue-collar","married","secondary",-96,"yes","yes","august",1,4,1,"unsecured ",1,1,1,5699,8,31,1,66,2019-08-31,1420
"10024219","31-40",36,"management","married","tertiary",-97,"yes","yes","september",3,5,1,"mortgage",1,1,1,3237,8,30,3,164,2019-09-30,1390
"10024220","41-60",55,"unemployed","married","tertiary",-94,"no","yes","october",6,10,1,"mortgage",1,1,1,2558,8,31,6,343,2019-10-31,1359
"10024221","31-40",37,"admin","single","secondary",-92,"yes","no","november",2,0,1,"mortgage",1,1,1,2298,8,30,2,126,2019-11-30,1329
"10024222","31-40",38,"housemaid","married","secondary",-99,"yes","no","december",1,0,1,"mortgage",1,1,1,4853,8,31,1,59,2019-12-31,1298
"10024223","41-60",48,"admin","married","secondary",-50,"yes","yes","january",4,119,1,"mortgage",1,1,1,8675,8,31,4,249,2019-01-31,1632
"10024224","41-60",55,"housemaid","divorced","tertiary",-8,"yes","yes","february",7,34,1,"mortgage",1,1,1,9764,8,28,7,406,2019-02-28,1604
"10024225","41-60",59,"services","married","secondary",-95,"yes","yes","march",4,7,1,"auto ",1,1,1,2457,8,31,4,250,2019-03-31,1573
"10024226","31-40",37,"technician","married","secondary",-105,"yes","no","april",3,7,1,"unsecured ",1,1,1,3678,8,30,3,183,2019-04-30,1543
"10024227","31-40",33,"blue-collar","divorced","secondary",-98,"no","no","may",3,1,1,"auto ",1,1,1,9765,8,31,3,190,2019-05-31,1512
"10024228","41-60",44,"blue-collar","married","primary",-98,"yes","yes","june",4,3,1,"unsecured ",1,1,1,7543,8,30,4,220,2019-06-30,1482
"10024229","41-60",57,"technician","married","secondary",-94,"yes","yes","july",3,13,1,"auto ",1,1,1,6689,8,31,3,153,2019-07-31,1451
"10024230","18-30",30,"self-employed","single","tertiary",-89,"no","no","august",2,10,1,"unsecured ",1,1,1,4376,8,31,2,95,2019-08-31,1420
"10024231","41-60",42,"technician","married","tertiary",-96,"yes","yes","september",3,7,1,"unsecured ",1,1,1,6895,8,30,3,191,2019-09-30,1390
"10024232","41-60",51,"blue-collar","divorced","secondary",-94,"yes","no","october",4,6,1,"unsecured ",1,1,1,7632,8,31,4,216,2019-10-31,1359
"10024233","41-60",44,"admin","divorced","secondary",-97,"yes","no","november",1,5,1,"unsecured ",1,1,1,9753,8,30,1,89,2019-11-30,1329
"10024234","41-60",46,"technician","married","secondary",-95,"no","yes","december",1,4,1,"unsecured ",1,1,1,2257,8,31,1,51,2019-12-31,1298
"10024235","18-30",29,"student","single","secondary",-98,"yes","no","january",3,3,1,"unsecured ",1,1,1,6895,8,31,3,169,2019-01-31,1632
"10024236","31-40",39,"blue-collar","married","primary",-96,"yes","no","february",2,0,1,"unsecured ",1,1,1,6895,8,28,2,148,2019-02-28,1604
"10024237","41-60",42,"services","married","secondary",-99,"yes","yes","march",2,0,1,"unsecured ",1,1,1,7632,8,31,2,132,2019-03-31,1573
